,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1304,FDR07,OUT013,1717.7517290130795
1305,FDP48,OUT010,2785.57758642993
1306,NCB55,OUT035,760.1248005134787
1307,FDQ08,OUT013,760.1248005134787
1308,FDR34,OUT035,3874.1350621359225
1309,FDO33,OUT046,1717.7517290130795
1310,FDP13,OUT045,760.1248005134787
1311,FDX12,OUT049,3874.1350621359225
1312,NCT06,OUT049,2785.57758642993
1313,FDR16,OUT019,3874.1350621359225
1314,FDE36,OUT046,2785.57758642993
1315,FDZ36,OUT049,2785.57758642993
1316,FDV13,OUT045,1717.7517290130795
1317,NCZ17,OUT035,760.1248005134787
1318,FDU56,OUT045,2785.57758642993
1319,FDM09,OUT035,2785.57758642993
1320,FDV02,OUT017,2785.57758642993
1321,FDS34,OUT018,2633.810205464481
1322,FDA11,OUT049,1717.7517290130795
1323,FDP09,OUT017,3874.1350621359225
1324,FDB29,OUT027,252.24345153846156
1325,FDT19,OUT017,2785.57758642993
1326,DRH15,OUT017,760.1248005134787
1327,FDY38,OUT046,3874.1350621359225
1328,FDF14,OUT027,370.4193823834197
1329,FDN48,OUT010,1717.7517290130795
1330,FDQ12,OUT013,3874.1350621359225
1331,NCJ43,OUT045,2785.57758642993
1332,FDE17,OUT019,2785.57758642993
1333,FDB05,OUT035,3874.1350621359225
1334,FDH10,OUT045,2785.57758642993
1335,NCR06,OUT017,760.1248005134787
1336,FDU32,OUT018,2633.810205464481
1337,FDD56,OUT049,2785.57758642993
1338,FDO36,OUT018,4794.112032183908
1339,FDH16,OUT010,1717.7517290130795
1340,FDX10,OUT018,964.5592555555558
1341,FDZ37,OUT017,1717.7517290130795
1342,FDU31,OUT010,3874.1350621359225
1343,DRC49,OUT049,1717.7517290130795
1344,FDL15,OUT045,2785.57758642993
1345,FDN32,OUT019,2785.57758642993
1346,DRH59,OUT027,122.91127172413792
1347,NCU29,OUT049,2785.57758642993
1348,FDR37,OUT019,2785.57758642993
1349,FDS14,OUT018,4011.9429512605043
1350,FDU02,OUT027,553.6929526785715
1351,FDJ08,OUT035,2785.57758642993
1352,NCZ06,OUT045,3874.1350621359225
1353,FDO31,OUT049,1717.7517290130795
1354,FDH31,OUT018,2633.810205464481
1355,FDS58,OUT017,2785.57758642993
1356,NCA53,OUT027,122.91127172413792
1357,FDF50,OUT046,2785.57758642993
1358,NCW42,OUT049,3874.1350621359225
1359,NCQ17,OUT045,2785.57758642993
1360,FDK51,OUT018,5908.442360000001
1361,NCW41,OUT010,2785.57758642993
1362,NCR29,OUT017,760.1248005134787
1363,FDB08,OUT019,2785.57758642993
1364,FDA40,OUT027,252.24345153846156
1365,FDL14,OUT018,4011.9429512605043
1366,FDB47,OUT046,3874.1350621359225
1367,FDO03,OUT035,3874.1350621359225
1368,DRK13,OUT019,2785.57758642993
1369,FDX13,OUT010,3874.1350621359225
1370,FDF52,OUT046,2785.57758642993
1371,FDT11,OUT013,2785.57758642993
1372,FDB08,OUT013,2785.57758642993
1373,FDQ28,OUT018,4011.9429512605043
1374,FDD29,OUT045,3874.1350621359225
1375,NCQ29,OUT027,553.6929526785715
1376,NCO02,OUT013,760.1248005134787
1377,FDR56,OUT010,2785.57758642993
1378,NCM54,OUT049,1717.7517290130795
1379,FDP51,OUT035,1717.7517290130795
1380,FDT38,OUT013,1717.7517290130795
1381,FDZ20,OUT018,5908.442360000001
1382,FDJ53,OUT013,1717.7517290130795
1383,FDX13,OUT049,3874.1350621359225
1384,FDP58,OUT035,3874.1350621359225
1385,NCK31,OUT019,760.1248005134787
1386,FDA35,OUT018,3493.6062461538463
1387,FDV37,OUT018,5908.442360000001
1388,NCO07,OUT027,553.6929526785715
1389,FDA20,OUT045,2785.57758642993
1390,FDZ59,OUT035,2785.57758642993
1391,NCY17,OUT017,760.1248005134787
1392,FDQ28,OUT035,2785.57758642993
1393,FDV35,OUT017,2785.57758642993
1394,FDQ36,OUT013,760.1248005134787
1395,FDD34,OUT018,4011.9429512605043
1396,FDK51,OUT045,3874.1350621359225
1397,FDV31,OUT035,2785.57758642993
1398,FDR04,OUT035,1717.7517290130795
1399,FDR14,OUT049,760.1248005134787
1400,DRC36,OUT010,2785.57758642993
1401,FDE39,OUT019,1717.7517290130795
1402,FDP57,OUT049,1717.7517290130795
1403,FDE57,OUT046,1717.7517290130795
1404,NCN18,OUT046,1717.7517290130795
1405,NCQ05,OUT018,4011.9429512605043
1406,FDW47,OUT035,1717.7517290130795
1407,FDV46,OUT035,1717.7517290130795
1408,NCP29,OUT045,760.1248005134787
1409,FDE09,OUT018,2633.810205464481
1410,NCU06,OUT027,553.6929526785715
1411,FDT19,OUT010,2785.57758642993
1412,DRF15,OUT017,2785.57758642993
1413,DRI51,OUT013,2785.57758642993
1414,NCX54,OUT013,1717.7517290130795
1415,DRE01,OUT013,3874.1350621359225
1416,NCB07,OUT045,2785.57758642993
1417,FDU50,OUT035,1717.7517290130795
1418,FDG40,OUT035,760.1248005134787
1419,FDW10,OUT018,4794.112032183908
1420,FDX51,OUT013,2785.57758642993
1421,NCP17,OUT045,760.1248005134787
1422,FDP21,OUT035,2785.57758642993
1423,FDL04,OUT045,1717.7517290130795
1424,FDV23,OUT013,1717.7517290130795
1425,FDF24,OUT046,1717.7517290130795
1426,FDH56,OUT027,252.24345153846156
1427,FDB51,OUT049,760.1248005134787
1428,FDI58,OUT027,252.24345153846156
1429,FDR20,OUT013,760.1248005134787
1430,FDC51,OUT018,3493.6062461538463
1431,FDB16,OUT027,252.24345153846156
1432,FDE40,OUT049,760.1248005134787
1433,NCM17,OUT035,760.1248005134787
1434,FDU56,OUT035,2785.57758642993
1435,FDS32,OUT019,1717.7517290130795
1436,FDX02,OUT049,3874.1350621359225
1437,FDT39,OUT027,370.4193823834197
1438,FDE35,OUT017,760.1248005134787
1439,NCI42,OUT019,3874.1350621359225
1440,DRL23,OUT046,1717.7517290130795
1441,FDA10,OUT046,1717.7517290130795
1442,FDA11,OUT013,1717.7517290130795
1443,NCM06,OUT046,2785.57758642993
1444,NCT05,OUT035,3874.1350621359225
1445,NCQ02,OUT010,2785.57758642993
1446,NCY06,OUT049,1717.7517290130795
1447,FDY56,OUT035,3874.1350621359225
1448,FDL02,OUT035,1717.7517290130795
1449,NCI06,OUT035,2785.57758642993
1450,FDQ14,OUT045,2785.57758642993
1451,FDQ12,OUT017,3874.1350621359225
1452,FDP36,OUT046,760.1248005134787
1453,FDK21,OUT027,553.6929526785715
1454,FDO40,OUT045,2785.57758642993
1455,NCK54,OUT019,1717.7517290130795
1456,FDY09,OUT018,4794.112032183908
1457,NCW30,OUT049,3874.1350621359225
1458,NCC55,OUT027,122.91127172413792
1459,FDE58,OUT018,2633.810205464481
1460,FDR39,OUT013,2785.57758642993
1461,FDU28,OUT049,2785.57758642993
1462,FDH08,OUT017,3874.1350621359225
1463,FDG35,OUT045,2785.57758642993
1464,FDG22,OUT049,760.1248005134787
1465,FDC34,OUT035,2785.57758642993
1466,FDP15,OUT018,5908.442360000001
1467,FDK34,OUT010,3874.1350621359225
1468,FDU45,OUT035,1717.7517290130795
1469,FDQ04,OUT027,122.91127172413792
1470,FDX22,OUT018,5908.442360000001
1471,FDB45,OUT017,1717.7517290130795
1472,NCH43,OUT027,553.6929526785715
1473,DRE60,OUT046,3874.1350621359225
1474,FDD17,OUT027,553.6929526785715
1475,NCM54,OUT017,1717.7517290130795
1476,NCH55,OUT013,1717.7517290130795
1477,NCT06,OUT017,2785.57758642993
1478,FDA48,OUT027,553.6929526785715
1479,FDY58,OUT027,553.6929526785715
1480,FDO25,OUT045,3874.1350621359225
1481,FDN50,OUT045,1717.7517290130795
1482,FDH35,OUT035,2785.57758642993
1483,FDK09,OUT045,3874.1350621359225
1484,FDO16,OUT013,1717.7517290130795
1485,FDW11,OUT045,760.1248005134787
1486,FDU47,OUT027,252.24345153846156
1487,NCQ42,OUT010,1717.7517290130795
1488,FDK55,OUT027,252.24345153846156
1489,FDN08,OUT049,1717.7517290130795
1490,FDT57,OUT045,3874.1350621359225
1491,FDJ12,OUT018,5908.442360000001
1492,DRL59,OUT017,760.1248005134787
1493,NCN53,OUT046,760.1248005134787
1494,FDO51,OUT010,760.1248005134787
1495,FDK56,OUT017,2785.57758642993
1496,FDY12,OUT035,760.1248005134787
1497,FDU15,OUT035,760.1248005134787
1498,FDQ19,OUT046,3874.1350621359225
1499,DRF15,OUT045,2785.57758642993
1500,DRE25,OUT019,1717.7517290130795
1501,FDK57,OUT018,2633.810205464481
1502,FDD33,OUT010,3874.1350621359225
1503,FDR34,OUT027,553.6929526785715
1504,FDU04,OUT045,1717.7517290130795
1505,FDE35,OUT019,760.1248005134787
1506,NCD31,OUT035,2785.57758642993
1507,FDJ56,OUT035,1717.7517290130795
1508,NCU53,OUT046,2785.57758642993
1509,FDD39,OUT035,3874.1350621359225
1510,NCU17,OUT019,1717.7517290130795
1511,FDJ20,OUT046,1717.7517290130795
1512,NCW41,OUT018,4011.9429512605043
1513,FDL52,OUT035,760.1248005134787
1514,FDS39,OUT035,1717.7517290130795
1515,DRJ47,OUT045,2785.57758642993
1516,FDP13,OUT010,760.1248005134787
1517,DRK39,OUT010,1717.7517290130795
1518,FDF28,OUT010,1717.7517290130795
1519,FDB09,OUT045,1717.7517290130795
1520,FDM51,OUT046,1717.7517290130795
1521,DRM49,OUT018,964.5592555555558
1522,DRF23,OUT013,2785.57758642993
1523,DRH01,OUT035,2785.57758642993
1524,FDH12,OUT027,252.24345153846156
1525,FDA28,OUT019,1717.7517290130795
1526,FDW37,OUT018,2633.810205464481
1527,FDF02,OUT046,1717.7517290130795
1528,DRL37,OUT046,760.1248005134787
1529,NCF43,OUT046,1717.7517290130795
1530,FDH08,OUT010,3874.1350621359225
1531,FDR34,OUT019,3874.1350621359225
1532,NCK19,OUT049,2785.57758642993
1533,NCD55,OUT018,964.5592555555558
1534,FDT27,OUT049,3874.1350621359225
1535,FDQ57,OUT045,2785.57758642993
1536,FDA47,OUT035,2785.57758642993
1537,DRG15,OUT027,122.91127172413792
1538,FDE05,OUT018,4011.9429512605043
1539,FDN46,OUT046,1717.7517290130795
1540,FDX27,OUT027,252.24345153846156
1541,FDT51,OUT045,1717.7517290130795
1542,FDU33,OUT013,760.1248005134787
1543,FDJ16,OUT027,122.91127172413792
1544,FDD20,OUT019,1717.7517290130795
1545,FDT36,OUT049,760.1248005134787
1546,DRF15,OUT027,370.4193823834197
1547,FDN52,OUT010,1717.7517290130795
1548,FDC22,OUT027,553.6929526785715
1549,FDX15,OUT045,2785.57758642993
1550,FDT13,OUT013,2785.57758642993
1551,FDU04,OUT017,1717.7517290130795
1552,FDU31,OUT019,3874.1350621359225
1553,FDW59,OUT027,252.24345153846156
1554,NCO29,OUT046,2785.57758642993
1555,FDL15,OUT035,2785.57758642993
1556,FDI41,OUT049,2785.57758642993
1557,FDQ48,OUT049,1717.7517290130795
1558,DRI39,OUT013,760.1248005134787
1559,FDI08,OUT013,3874.1350621359225
1560,FDC21,OUT049,1717.7517290130795
1561,FDF58,OUT035,760.1248005134787
1562,FDS08,OUT010,2785.57758642993
1563,FDE47,OUT045,1717.7517290130795
1564,NCP18,OUT019,2785.57758642993
1565,NCR41,OUT013,1717.7517290130795
1566,FDA27,OUT013,3874.1350621359225
1567,FDA43,OUT035,2785.57758642993
1568,FDA49,OUT045,1717.7517290130795
1569,NCE55,OUT018,4794.112032183908
1570,DRM49,OUT027,122.91127172413792
1571,FDF22,OUT027,553.6929526785715
1572,FDQ15,OUT018,2633.810205464481
1573,NCS54,OUT017,2785.57758642993
1574,NCY05,OUT013,760.1248005134787
1575,FDR45,OUT046,3874.1350621359225
1576,FDK57,OUT049,1717.7517290130795
1577,FDF41,OUT010,3874.1350621359225
1578,FDV21,OUT046,1717.7517290130795
1579,FDD51,OUT046,760.1248005134787
1580,FDF33,OUT046,1717.7517290130795
1581,FDA38,OUT046,3874.1350621359225
1582,FDR56,OUT045,2785.57758642993
1583,NCN41,OUT017,1717.7517290130795
1584,FDC60,OUT027,252.24345153846156
1585,FDB47,OUT045,3874.1350621359225
1586,DRH01,OUT013,2785.57758642993
1587,FDW08,OUT046,1717.7517290130795
1588,FDF38,OUT027,122.91127172413792
1589,FDY32,OUT017,2785.57758642993
1590,FDG34,OUT049,1717.7517290130795
1591,FDG47,OUT019,3874.1350621359225
1592,NCF18,OUT035,2785.57758642993
1593,FDL39,OUT019,2785.57758642993
1594,NCH55,OUT035,1717.7517290130795
1595,DRJ35,OUT049,760.1248005134787
1596,FDS44,OUT035,3874.1350621359225
1597,DRE01,OUT018,5908.442360000001
1598,FDY39,OUT013,2785.57758642993
1599,FDY32,OUT018,4011.9429512605043
1600,FDR33,OUT027,252.24345153846156
1601,NCP50,OUT049,1717.7517290130795
1602,FDZ47,OUT018,2633.810205464481
1603,FDU57,OUT049,2785.57758642993
1604,FDY44,OUT013,2785.57758642993
1605,DRH59,OUT018,1758.2753692307695
1606,FDB03,OUT027,553.6929526785715
1607,FDY46,OUT045,2785.57758642993
1608,FDM39,OUT045,2785.57758642993
1609,FDY36,OUT035,760.1248005134787
1610,NCM55,OUT035,2785.57758642993
1611,FDJ50,OUT010,760.1248005134787
1612,DRL60,OUT013,2785.57758642993
1613,NCJ54,OUT049,3874.1350621359225
1614,FDX59,OUT017,760.1248005134787
1615,FDI07,OUT013,2785.57758642993
1616,DRF51,OUT010,760.1248005134787
1617,FDM14,OUT017,1717.7517290130795
1618,FDP21,OUT045,2785.57758642993
1619,FDE40,OUT035,760.1248005134787
1620,FDE05,OUT035,2785.57758642993
1621,FDM13,OUT027,252.24345153846156
1622,FDC34,OUT027,370.4193823834197
1623,NCI55,OUT018,3493.6062461538463
1624,NCE43,OUT018,4011.9429512605043
1625,FDW58,OUT018,2633.810205464481
1626,FDG60,OUT045,3874.1350621359225
1627,FDV31,OUT017,2785.57758642993
1628,FDR47,OUT013,2785.57758642993
1629,FDM60,OUT019,760.1248005134787
1630,NCF06,OUT018,5908.442360000001
1631,NCN26,OUT027,252.24345153846156
1632,FDQ59,OUT049,1717.7517290130795
1633,FDF09,OUT046,760.1248005134787
1634,NCS06,OUT017,3874.1350621359225
1635,FDT44,OUT046,1717.7517290130795
1636,FDI19,OUT017,3874.1350621359225
1637,FDT22,OUT017,760.1248005134787
1638,NCF54,OUT027,370.4193823834197
1639,DRG25,OUT045,2785.57758642993
1640,FDB59,OUT017,2785.57758642993
1641,FDQ37,OUT017,2785.57758642993
1642,FDP56,OUT035,760.1248005134787
1643,FDW44,OUT035,2785.57758642993
1644,FDJ26,OUT010,3874.1350621359225
1645,FDU43,OUT018,5908.442360000001
1646,FDW33,OUT045,1717.7517290130795
1647,NCX53,OUT027,252.24345153846156
1648,FDN56,OUT010,2785.57758642993
1649,DRF15,OUT049,2785.57758642993
1650,FDO33,OUT017,1717.7517290130795
1651,FDZ39,OUT010,1717.7517290130795
1652,NCJ19,OUT017,760.1248005134787
1653,FDU01,OUT035,2785.57758642993
1654,FDT12,OUT035,3874.1350621359225
1655,NCM18,OUT018,1758.2753692307695
1656,FDP19,OUT017,1717.7517290130795
1657,NCR42,OUT049,760.1248005134787
1658,FDN10,OUT046,1717.7517290130795
1659,FDG44,OUT017,760.1248005134787
1660,FDQ10,OUT046,2785.57758642993
1661,DRH13,OUT049,1717.7517290130795
1662,FDT52,OUT013,3874.1350621359225
1663,FDM56,OUT045,1717.7517290130795
1664,NCO43,OUT010,1717.7517290130795
1665,NCV29,OUT035,2785.57758642993
1666,NCF06,OUT013,3874.1350621359225
1667,FDO50,OUT035,1717.7517290130795
1668,FDT59,OUT013,3874.1350621359225
1669,FDX40,OUT027,122.91127172413792
1670,FDE50,OUT017,2785.57758642993
1671,FDX51,OUT017,2785.57758642993
1672,NCD30,OUT018,2633.810205464481
1673,FDK15,OUT013,1717.7517290130795
1674,FDL12,OUT045,760.1248005134787
1675,FDK46,OUT017,3874.1350621359225
1676,DRH49,OUT010,1717.7517290130795
1677,FDQ57,OUT046,2785.57758642993
1678,FDY59,OUT017,1717.7517290130795
1679,FDO09,OUT018,5908.442360000001
1680,NCG30,OUT035,1717.7517290130795
1681,FDM09,OUT017,2785.57758642993
1682,NCN17,OUT027,252.24345153846156
1683,NCS42,OUT013,1717.7517290130795
1684,FDD02,OUT019,1717.7517290130795
1685,FDE34,OUT013,2785.57758642993
1686,FDU38,OUT045,2785.57758642993
1687,FDB33,OUT046,2785.57758642993
1688,NCJ29,OUT017,1717.7517290130795
1689,FDZ27,OUT035,760.1248005134787
1690,FDI40,OUT013,1717.7517290130795
1691,FDG22,OUT013,760.1248005134787
1692,FDT51,OUT017,1717.7517290130795
1693,FDF20,OUT018,5908.442360000001
1694,FDV50,OUT035,1717.7517290130795
1695,FDT02,OUT049,760.1248005134787
1696,DRC49,OUT017,2785.57758642993
1697,FDF26,OUT049,2785.57758642993
1698,FDV52,OUT035,1717.7517290130795
1699,FDX59,OUT049,760.1248005134787
1700,FDV25,OUT035,3874.1350621359225
1701,FDW23,OUT027,122.91127172413792
1702,FDE53,OUT018,2633.810205464481
1703,FDA19,OUT017,1717.7517290130795
1704,FDH22,OUT046,1717.7517290130795
1705,NCO41,OUT013,1717.7517290130795
1706,FDX12,OUT017,3874.1350621359225
1707,FDF17,OUT013,2785.57758642993
1708,FDS11,OUT045,3874.1350621359225
1709,FDR51,OUT035,2785.57758642993
1710,FDT49,OUT010,1717.7517290130795
1711,FDC56,OUT013,1717.7517290130795
1712,FDR13,OUT027,252.24345153846156
1713,FDQ60,OUT035,1717.7517290130795
1714,FDN38,OUT049,3874.1350621359225
1715,NCL29,OUT013,2785.57758642993
1716,FDO13,OUT027,370.4193823834197
1717,FDE26,OUT018,4011.9429512605043
1718,FDA31,OUT010,2785.57758642993
1719,FDX14,OUT035,760.1248005134787
1720,FDA34,OUT045,2785.57758642993
1721,FDF26,OUT013,2785.57758642993
1722,FDE38,OUT045,2785.57758642993
1723,DRI11,OUT046,1717.7517290130795
1724,FDQ60,OUT027,252.24345153846156
1725,FDL21,OUT027,122.91127172413792
1726,DRC12,OUT027,553.6929526785715
1727,FDC47,OUT046,3874.1350621359225
1728,FDE57,OUT045,1717.7517290130795
1729,FDT14,OUT045,1717.7517290130795
1730,NCZ53,OUT046,2785.57758642993
1731,FDE28,OUT018,5908.442360000001
1732,FDR19,OUT035,2785.57758642993
1733,NCF54,OUT019,2785.57758642993
1734,FDZ08,OUT046,1717.7517290130795
1735,NCJ05,OUT018,4011.9429512605043
1736,FDF59,OUT046,1717.7517290130795
1737,NCO05,OUT035,1717.7517290130795
1738,FDW24,OUT018,1758.2753692307695
1739,NCX42,OUT018,4011.9429512605043
1740,NCA53,OUT035,760.1248005134787
1741,FDI45,OUT019,2785.57758642993
1742,FDG46,OUT046,1717.7517290130795
1743,FDM20,OUT010,3874.1350621359225
1744,FDW11,OUT010,760.1248005134787
1745,FDX08,OUT035,2785.57758642993
1746,NCK17,OUT035,760.1248005134787
1747,FDK32,OUT018,4011.9429512605043
1748,NCA42,OUT035,2785.57758642993
1749,DRI01,OUT035,2785.57758642993
1750,NCL55,OUT049,3874.1350621359225
1751,DRE25,OUT018,2633.810205464481
1752,FDD14,OUT017,2785.57758642993
1753,FDB10,OUT046,3874.1350621359225
1754,DRN11,OUT035,2785.57758642993
1755,FDP38,OUT018,1758.2753692307695
1756,NCA30,OUT017,2785.57758642993
1757,FDT15,OUT017,2785.57758642993
1758,NCP55,OUT018,1758.2753692307695
1759,FDF12,OUT035,2785.57758642993
1760,FDM21,OUT018,5908.442360000001
1761,FDX56,OUT035,3874.1350621359225
1762,FDF10,OUT017,2785.57758642993
1763,FDT32,OUT045,2785.57758642993
1764,FDM51,OUT018,2633.810205464481
1765,NCR50,OUT018,4011.9429512605043
1766,FDI19,OUT049,3874.1350621359225
1767,FDX21,OUT017,1717.7517290130795
1768,FDR31,OUT035,2785.57758642993
1769,FDY02,OUT013,3874.1350621359225
1770,NCA29,OUT045,2785.57758642993
1771,NCX17,OUT046,3874.1350621359225
1772,FDM12,OUT045,2785.57758642993
1773,FDI53,OUT027,370.4193823834197
1774,NCU30,OUT049,2785.57758642993
1775,FDC56,OUT027,252.24345153846156
1776,FDK27,OUT018,3493.6062461538463
1777,NCK18,OUT017,2785.57758642993
1778,FDB52,OUT019,3874.1350621359225
1779,DRG25,OUT027,553.6929526785715
1780,FDZ13,OUT049,760.1248005134787
1781,FDB57,OUT019,3874.1350621359225
1782,FDR40,OUT046,1717.7517290130795
1783,NCO14,OUT019,760.1248005134787
1784,NCN19,OUT045,2785.57758642993
1785,FDQ28,OUT019,2785.57758642993
1786,FDO13,OUT018,4011.9429512605043
1787,FDK48,OUT013,1717.7517290130795
1788,FDU07,OUT018,4011.9429512605043
1789,FDW20,OUT046,1717.7517290130795
1790,FDV12,OUT010,1717.7517290130795
1791,FDH24,OUT013,2785.57758642993
1792,FDV59,OUT049,3874.1350621359225
1793,FDK57,OUT045,1717.7517290130795
1794,FDL16,OUT027,122.91127172413792
1795,NCQ17,OUT046,2785.57758642993
1796,FDJ15,OUT018,4794.112032183908
1797,FDX24,OUT049,1717.7517290130795
1798,FDT47,OUT046,1717.7517290130795
1799,FDT10,OUT049,760.1248005134787
1800,FDZ37,OUT018,2633.810205464481
1801,FDW43,OUT027,553.6929526785715
1802,DRN36,OUT017,1717.7517290130795
1803,FDJ14,OUT045,1717.7517290130795
1804,FDA32,OUT013,3874.1350621359225
1805,FDJ38,OUT019,2785.57758642993
1806,FDQ57,OUT017,2785.57758642993
1807,NCQ41,OUT019,2785.57758642993
1808,FDG56,OUT049,760.1248005134787
1809,DRC13,OUT027,252.24345153846156
1810,FDV55,OUT035,2785.57758642993
1811,FDQ49,OUT045,2785.57758642993
1812,FDE29,OUT010,760.1248005134787
1813,FDR03,OUT013,3874.1350621359225
1814,FDD45,OUT049,1717.7517290130795
1815,FDN38,OUT010,3874.1350621359225
1816,FDT56,OUT046,760.1248005134787
1817,FDT48,OUT045,2785.57758642993
1818,FDU03,OUT049,2785.57758642993
1819,FDC56,OUT010,1717.7517290130795
1820,NCO43,OUT027,252.24345153846156
1821,FDQ27,OUT017,1717.7517290130795
1822,FDR03,OUT046,3874.1350621359225
1823,DRH23,OUT010,760.1248005134787
1824,FDG22,OUT045,760.1248005134787
1825,NCJ42,OUT013,1717.7517290130795
1826,FDR24,OUT046,1717.7517290130795
1827,FDW60,OUT035,2785.57758642993
1828,FDJ08,OUT013,2785.57758642993
1829,DRL59,OUT018,1758.2753692307695
1830,FDG60,OUT010,3874.1350621359225
1831,FDW27,OUT017,2785.57758642993
1832,FDX14,OUT018,2633.810205464481
1833,FDC20,OUT013,760.1248005134787
1834,NCS29,OUT018,5908.442360000001
1835,FDJ56,OUT046,1717.7517290130795
1836,FDB20,OUT019,1717.7517290130795
1837,FDL28,OUT027,553.6929526785715
1838,FDW01,OUT018,4011.9429512605043
1839,FDL03,OUT046,2785.57758642993
1840,FDX22,OUT049,3874.1350621359225
1841,FDJ21,OUT035,2785.57758642993
1842,FDR31,OUT045,2785.57758642993
1843,FDG21,OUT035,2785.57758642993
1844,FDS22,OUT027,122.91127172413792
1845,FDK08,OUT035,1717.7517290130795
1846,FDE17,OUT018,4011.9429512605043
1847,NCN30,OUT017,1717.7517290130795
1848,FDT50,OUT046,1717.7517290130795
1849,NCX42,OUT049,2785.57758642993
1850,FDJ12,OUT035,3874.1350621359225
1851,NCA18,OUT027,252.24345153846156
1852,FDP23,OUT019,3874.1350621359225
1853,FDX12,OUT013,3874.1350621359225
1854,FDN40,OUT018,4011.9429512605043
1855,FDV48,OUT035,1717.7517290130795
1856,NCY54,OUT013,2785.57758642993
1857,FDL16,OUT010,760.1248005134787
1858,FDR45,OUT018,5908.442360000001
1859,FDJ52,OUT046,2785.57758642993
1860,DRG01,OUT017,1717.7517290130795
1861,FDP52,OUT013,3874.1350621359225
1862,FDU58,OUT017,2785.57758642993
1863,FDL02,OUT045,1717.7517290130795
1864,FDG28,OUT013,3874.1350621359225
1865,FDA19,OUT035,1717.7517290130795
1866,FDW46,OUT027,122.91127172413792
1867,NCD43,OUT049,1717.7517290130795
1868,DRG39,OUT013,760.1248005134787
1869,NCF55,OUT049,760.1248005134787
1870,FDJ07,OUT046,1717.7517290130795
1871,FDE08,OUT046,2785.57758642993
1872,FDP56,OUT019,760.1248005134787
1873,FDT45,OUT045,760.1248005134787
1874,FDF17,OUT018,5908.442360000001
1875,FDX44,OUT046,1717.7517290130795
1876,FDM28,OUT027,370.4193823834197
1877,FDI36,OUT049,2785.57758642993
1878,FDS07,OUT045,1717.7517290130795
1879,FDD36,OUT045,1717.7517290130795
1880,FDW11,OUT046,760.1248005134787
1881,FDN40,OUT049,2785.57758642993
1882,NCQ18,OUT049,1717.7517290130795
1883,NCQ54,OUT017,2785.57758642993
1884,NCS42,OUT045,1717.7517290130795
1885,DRH39,OUT010,1717.7517290130795
1886,FDC09,OUT027,252.24345153846156
1887,FDT08,OUT010,2785.57758642993
1888,FDC08,OUT035,3874.1350621359225
1889,FDT20,OUT017,760.1248005134787
1890,FDS35,OUT035,760.1248005134787
1891,FDX58,OUT018,4794.112032183908
1892,FDW58,OUT046,1717.7517290130795
1893,DRD27,OUT046,1717.7517290130795
1894,FDH32,OUT019,1717.7517290130795
1895,FDS26,OUT035,3874.1350621359225
1896,FDQ31,OUT046,1717.7517290130795
1897,FDP11,OUT018,5908.442360000001
1898,FDD58,OUT017,1717.7517290130795
1899,FDM33,OUT045,3874.1350621359225
1900,FDZ16,OUT049,2785.57758642993
1901,NCS29,OUT010,3874.1350621359225
1902,NCM18,OUT019,760.1248005134787
1903,FDP11,OUT049,3874.1350621359225
1904,NCC42,OUT017,1717.7517290130795
1905,DRM23,OUT046,2785.57758642993
1906,NCN55,OUT027,553.6929526785715
1907,FDK46,OUT013,3874.1350621359225
1908,FDR01,OUT046,2785.57758642993
1909,NCA05,OUT045,2785.57758642993
1910,NCP43,OUT017,2785.57758642993
1911,FDR12,OUT010,2785.57758642993
1912,FDQ01,OUT013,3874.1350621359225
1913,FDM13,OUT046,1717.7517290130795
1914,FDQ19,OUT017,3874.1350621359225
1915,FDK56,OUT019,2785.57758642993
1916,NCX06,OUT010,2785.57758642993
1917,FDO56,OUT027,252.24345153846156
1918,FDU45,OUT045,1717.7517290130795
1919,FDI16,OUT019,760.1248005134787
1920,FDL32,OUT046,1717.7517290130795
1921,FDA07,OUT046,1717.7517290130795
1922,FDA14,OUT045,2785.57758642993
1923,FDV46,OUT027,252.24345153846156
1924,NCO07,OUT035,3874.1350621359225
1925,NCP41,OUT046,1717.7517290130795
1926,FDY60,OUT018,3493.6062461538463
1927,FDN38,OUT017,3874.1350621359225
1928,FDO15,OUT046,760.1248005134787
1929,FDT60,OUT013,1717.7517290130795
1930,FDA55,OUT035,3874.1350621359225
1931,FDE02,OUT010,1717.7517290130795
1932,DRJ39,OUT049,3874.1350621359225
1933,FDV34,OUT035,760.1248005134787
1934,FDS20,OUT027,553.6929526785715
1935,FDF02,OUT027,252.24345153846156
1936,FDW40,OUT017,1717.7517290130795
1937,NCB43,OUT046,2785.57758642993
1938,FDR58,OUT017,1717.7517290130795
1939,DRJ59,OUT035,760.1248005134787
1940,NCD30,OUT017,1717.7517290130795
1941,FDE14,OUT017,1717.7517290130795
1942,FDC28,OUT018,2633.810205464481
1943,FDU16,OUT018,2633.810205464481
1944,NCD19,OUT035,760.1248005134787
1945,FDU21,OUT046,760.1248005134787
1946,FDV59,OUT027,553.6929526785715
1947,FDU03,OUT045,2785.57758642993
1948,FDC33,OUT010,2785.57758642993
1949,NCR42,OUT035,760.1248005134787
1950,DRH59,OUT035,760.1248005134787
1951,NCM31,OUT035,1717.7517290130795
