,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1045,781,17.5,1,0.007555175999999999,0,145.9102,5,11,0,2,0,2187.153
1046,504,12.857645184135976,0,0.077046505,1,189.453,9,28,2,0,2,759.012
1047,782,7.85,0,0.162980276,1,145.2444,7,16,2,0,0,1451.444
1048,480,9.695,0,0.029632784,0,159.692,5,11,0,2,0,958.752
1049,783,17.5,0,0.013634468,0,256.4304,8,9,2,2,0,1808.3128
1050,784,9.195,1,0.064376263,0,83.1566,6,6,0,2,0,1099.2358
1051,785,12.857645184135976,0,0.147663025,0,106.02799999999999,4,28,0,1,3,1810.976
1052,786,21.1,2,0.029003459,2,143.4786,8,9,2,2,0,2311.6576
1053,745,10.195,0,0.10783454099999999,0,146.5076,1,4,0,1,1,1330.2684
1054,32,17.85,0,0.146399663,0,93.8436,8,9,2,2,0,1418.154
1055,787,15.6,1,0.04575559,0,167.1132,8,9,2,2,0,2874.9244
1056,788,16.1,1,0.063278652,0,182.1318,3,26,1,1,0,2345.6134
1057,95,13.3,0,0.063664998,0,151.6708,0,14,0,0,0,3912.2408
1058,789,12.85,0,0.12222126900000001,0,45.9428,1,4,0,1,1,1274.3412
1059,546,11.5,0,0.014944613999999998,0,171.808,6,6,0,2,0,5712.564
1060,730,16.25,0,0.025732114,0,166.4474,8,9,2,2,0,5390.3168
1061,790,14.65,0,0.171281641,1,54.0614,6,6,0,2,0,1160.4894
1062,724,13.15,2,0.024646607999999997,2,177.4686,8,9,2,2,0,5510.8266
1063,88,8.895,0,0.07048184085069421,1,42.0138,1,4,0,1,1,568.5932
1064,241,15.7,0,0.075661985,0,181.36599999999999,2,15,0,1,2,179.766
1065,676,16.75,2,0.126765903,2,35.7532,2,15,0,1,2,143.8128
1066,791,10.3,1,0.030563449,0,114.4176,8,9,2,2,0,2633.9048
1067,326,8.05,1,0.078522357,0,257.1646,0,14,0,0,0,6183.9504
1068,135,18.6,0,0.039294854,0,246.6802,7,16,2,0,0,2702.4822
1069,440,20.75,0,0.08926066699999999,0,193.4478,7,16,2,0,0,4843.695
1070,754,13.5,2,0.05510153,2,37.0874,5,11,0,2,0,952.7598
1071,511,8.18,2,0.013127548000000001,2,142.0154,8,9,2,2,0,1985.4156
1072,404,17.25,0,0.042233642,1,173.3764,8,9,2,2,0,2061.3168
1073,697,20.0,2,0.081492092,2,35.519,5,11,0,2,0,1025.3319999999999
1074,792,16.5,1,0.07048184085069421,0,96.2068,7,16,2,0,0,3013.4108
1075,793,9.8,1,0.14061104,0,49.8008,7,16,2,0,0,809.6128
1076,768,17.25,0,0.072952298,0,76.0986,0,14,0,0,0,623.1888
1077,794,15.85,0,0.06908748099999999,0,218.7166,8,9,2,2,0,1088.583
1078,795,12.857645184135976,1,0.075215349,0,108.4254,9,28,2,0,2,217.0508
1079,796,18.0,2,0.047645037,2,172.6422,6,6,0,2,0,2931.5174
1080,516,12.857645184135976,0,0.12224284699999999,0,207.5638,4,28,0,1,3,4555.4036
1081,797,16.0,0,0.076975118,0,46.2086,0,14,0,0,0,490.6946
1082,684,4.59,0,0.070890602,1,111.686,0,14,0,0,0,1584.604
1083,665,11.85,0,0.132560174,1,97.2726,3,26,1,1,0,782.9808
1084,798,12.857645184135976,1,0.044767032000000005,1,173.7054,4,28,0,1,3,5778.4782
1085,365,12.857645184135976,0,0.007962273,0,174.0422,4,28,0,1,3,5173.266
1086,799,18.2,2,0.058799705,2,220.7456,6,6,0,2,0,4420.912
1087,71,7.825,2,0.186445212,2,255.5698,5,11,0,2,0,1522.0188
1088,800,12.857645184135976,1,0.098606543,0,232.73,9,28,2,0,2,932.12
1089,448,8.895,2,0.125222705,2,113.3544,1,4,0,1,1,1006.6896
1090,649,18.5,1,0.062609071,0,148.6418,6,6,0,2,0,1765.7016
1091,801,14.85,1,0.009930514,0,157.463,3,26,1,1,0,2503.408
1092,802,12.857645184135976,2,0.099428487,2,187.8898,4,28,0,1,3,7296.5022
1093,803,7.51,0,0.10379339900000001,0,110.1544,8,9,2,2,0,2684.5056
1094,804,15.6,0,0.07048184085069421,0,111.9518,0,14,0,0,0,2163.1842
1095,805,8.02,0,0.11141958800000001,0,154.3998,8,9,2,2,0,3383.5956
1096,806,11.0,0,0.106051405,0,124.4046,5,11,0,2,0,2241.0828
1097,807,12.857645184135976,1,0.04016342,0,181.166,4,28,0,1,3,3415.554
1098,222,17.5,0,0.026925385,0,264.39099999999996,5,11,0,2,0,5259.82
1099,808,7.235,0,0.099962524,0,193.8452,7,16,2,0,0,1957.4520000000002
1100,809,12.857645184135976,0,0.020614212,0,126.4046,4,28,0,1,3,5353.6978
1101,810,12.857645184135976,2,0.050692386,2,125.6678,4,28,0,1,3,4832.3764
1102,811,18.0,0,0.008589133,0,81.0618,6,6,0,2,0,1450.1124
1103,190,16.1,0,0.023673342000000003,1,189.0846,1,4,0,1,1,5350.3688
1104,812,7.475,2,0.075881475,2,155.2656,5,11,0,2,0,2934.8464
1105,332,16.5,2,0.061330521,2,178.7318,2,15,0,1,2,360.8636
1106,813,11.35,0,0.030869612,0,49.8008,5,11,0,2,0,708.4112
1107,635,16.1,1,0.024944396,0,95.441,8,9,2,2,0,2220.4429999999998
1108,814,18.7,0,0.057654132000000004,0,83.1566,5,11,0,2,0,1606.5754
1109,67,8.645,2,0.14371350800000002,2,96.641,5,11,0,2,0,868.8689999999999
1110,815,17.1,0,0.032812668999999996,0,147.1392,6,6,0,2,0,2237.0879999999997
1111,816,9.8,1,0.045266806,0,36.9874,7,16,2,0,0,705.748
1112,817,12.857645184135976,0,0.09974748800000001,0,75.2328,4,28,0,1,3,1544.656
1113,269,12.857645184135976,0,0.07048184085069421,0,242.9854,4,28,0,1,3,6767.1912
1114,818,15.25,0,0.089742065,0,213.7192,3,26,1,1,0,1078.596
1115,364,10.5,2,0.011351778,2,236.5248,6,6,0,2,0,4029.4216
1116,500,5.82,2,0.081096613,2,170.37900000000002,6,6,0,2,0,1018.674
1117,45,10.0,0,0.025827199,0,263.2226,7,16,2,0,0,3700.5164
1118,299,5.5,2,0.07048184085069421,2,103.1016,5,11,0,2,0,2024.0320000000002
1119,349,18.35,2,0.148938624,2,191.9504,2,15,0,1,2,767.0016
1120,356,19.0,2,0.07048184085069421,2,211.0244,2,15,0,1,2,1482.0708
1121,819,6.71,1,0.029535852,0,67.5142,3,26,1,1,0,593.2278
1122,397,10.3,1,0.011143598999999999,0,88.25399999999999,0,14,0,0,0,1125.202
1123,143,18.35,2,0.014045832,2,222.7746,0,14,0,0,0,1570.6222
1124,718,13.8,1,0.014730321999999999,0,90.9172,8,9,2,2,0,2141.2128
1125,820,10.5,1,0.026520107,0,144.8128,6,6,0,2,0,2157.192
1126,539,20.75,1,0.08373655099999999,0,178.7318,0,14,0,0,0,3428.2042
1127,821,12.857645184135976,2,0.059557164,2,263.7226,4,28,0,1,3,6872.3876
1128,50,9.895,1,0.028837829,0,117.8492,1,4,0,1,1,1506.0396
1129,822,12.857645184135976,0,0.11366962900000001,0,89.0198,9,28,2,0,2,174.4396
1130,823,12.857645184135976,0,0.012865901,0,59.3536,9,28,2,0,2,122.5072
1131,551,12.857645184135976,1,0.182236555,0,107.1622,9,28,2,0,2,211.7244
1132,163,11.1,0,0.17606902300000002,0,156.7604,3,26,1,1,0,1901.5248
1133,530,10.1,1,0.053574075,0,223.7088,8,9,2,2,0,2684.5056
1134,824,12.857645184135976,1,0.044063785,0,147.2418,9,28,2,0,2,294.2836
1135,825,14.0,1,0.105573769,0,143.9812,1,4,0,1,1,1139.8496
1136,813,12.857645184135976,0,0.030657949,0,50.5008,4,28,0,1,3,1012.0160000000001
1137,826,9.395,1,0.172042892,0,139.9838,6,6,0,2,0,1966.7732
1138,827,12.857645184135976,0,0.064052392,0,256.1646,4,28,0,1,3,7472.2734
1139,317,12.857645184135976,1,0.034531702000000004,0,142.2496,4,28,0,1,3,2399.5432
1140,828,6.13,2,0.028365524,2,110.0912,0,14,0,0,0,1637.868
1141,229,8.5,0,0.09786620900000001,0,51.1324,8,9,2,2,0,1350.2424
1142,78,12.857645184135976,1,0.01401884,0,178.1344,4,28,0,1,3,3747.1224
1143,829,9.1,2,0.07048184085069421,2,114.4518,7,16,2,0,0,1593.9252
1144,38,15.25,0,0.044539370999999994,0,85.3198,2,15,0,1,2,261.6594
1145,830,13.5,0,0.07048184085069421,0,179.9976,3,26,1,1,0,4889.6352
1146,831,10.8,0,0.07048184085069421,1,72.33800000000001,0,14,0,0,0,805.618
1147,439,15.2,0,0.050168354000000005,1,95.3752,8,9,2,2,0,1438.128
1148,832,19.35,1,0.040154087000000005,1,164.6868,6,6,0,2,0,1146.5076
1149,833,12.857645184135976,0,0.009364957,0,74.238,4,28,0,1,3,1171.808
1150,834,11.5,1,0.037539164,0,106.9254,3,26,1,1,0,3038.7112
1151,39,9.8,0,0.026992587999999998,0,127.302,6,6,0,2,0,2277.036
1152,812,7.475,2,0.076156245,2,156.4656,6,6,0,2,0,2008.0528
1153,835,9.8,0,0.026192765,0,215.685,1,4,0,1,1,649.155
1154,712,12.857645184135976,1,0.058542509000000006,0,188.35299999999998,4,28,0,1,3,4364.319
1155,836,14.75,0,0.089686322,0,115.3518,1,4,0,1,1,1821.6288
1156,299,5.5,2,0.047364617000000005,2,100.0016,6,6,0,2,0,708.4112
1157,199,17.2,0,0.156269303,0,159.6578,8,9,2,2,0,3048.6982
1158,561,19.2,0,0.035185588,0,181.3318,7,16,2,0,0,1443.4544
1159,837,12.857645184135976,0,0.247321039,0,152.3998,9,28,2,0,2,153.7998
1160,801,14.85,1,0.009979271,0,155.763,1,4,0,1,1,3129.26
1161,611,7.565,2,0.054863459,2,58.393,1,4,0,1,1,509.337
1162,838,18.25,0,0.07562026200000001,0,123.8046,6,6,0,2,0,3486.1288
1163,290,9.6,1,0.02236923,0,104.79899999999999,1,4,0,1,1,1341.5870000000002
1164,839,7.855,1,0.07390646099999999,0,218.4482,8,9,2,2,0,4819.0604
1165,840,10.1,0,0.032283676000000004,0,52.2008,6,6,0,2,0,759.012
1166,323,10.395,0,0.11207602,0,58.022,8,9,2,2,0,659.1419999999999
1167,841,16.25,0,0.087668236,0,94.941,6,6,0,2,0,1737.7379999999998
1168,842,17.6,0,0.049067877,0,115.6176,7,16,2,0,0,2519.3872
1169,706,15.5,1,0.026355345,0,100.8332,5,11,0,2,0,1537.9979999999998
1170,843,7.59,1,0.145631695,0,172.808,1,4,0,1,1,2250.404
1171,599,12.857645184135976,0,0.029793955,0,167.2816,4,28,0,1,3,5704.5744
1172,567,11.1,2,0.033160417000000005,2,119.6124,0,14,0,0,0,2251.7356
1173,421,12.857645184135976,0,0.035574413,0,131.4284,4,28,0,1,3,5404.9644
1174,844,16.1,1,0.047801882999999996,0,127.4362,7,16,2,0,0,2265.0516
1175,845,5.155,0,0.083198341,0,246.0776,7,16,2,0,0,990.7104
1176,846,12.857645184135976,0,0.059281315,0,111.586,9,28,2,0,2,339.55800000000005
1177,33,12.857645184135976,0,0.17141731600000001,1,173.0738,9,28,2,0,2,347.5476
1178,823,6.365,0,0.007348286,0,62.8536,7,16,2,0,0,796.2968
1179,847,11.65,0,0.07048184085069421,0,152.6024,8,9,2,2,0,303.6048
1180,848,18.25,1,0.170795745,0,154.463,8,9,2,2,0,2190.482
1181,849,11.8,1,0.025966531,0,102.2674,0,14,0,0,0,2444.8176
1182,341,18.2,0,0.161489509,0,37.619,7,16,2,0,0,366.19
1183,850,13.65,1,0.025899245,0,81.1302,3,26,1,1,0,792.302
1184,851,8.365,1,0.039906377,0,191.3188,0,14,0,0,0,1713.7692
1185,66,12.857645184135976,0,0.072864869,1,165.2526,9,28,2,0,2,822.263
1186,445,20.7,1,0.079419755,0,99.8042,0,14,0,0,0,1488.0629999999999
1187,852,17.75,2,0.03050705,2,180.36599999999999,7,16,2,0,0,2336.958
1188,853,18.0,0,0.073490977,0,157.3972,1,4,0,1,1,778.9860000000001
1189,854,9.695,0,0.07084301900000001,1,177.7344,6,6,0,2,0,1605.9096
1190,43,6.42,0,0.053688479000000004,0,178.3002,1,4,0,1,1,2328.3026
1191,855,10.6,0,0.056911107,1,233.9642,5,11,0,2,0,3717.8272
1192,596,5.03,2,0.014472516000000001,2,122.0756,2,15,0,1,2,121.1756
1193,856,7.825,1,0.150319469,0,156.9288,5,11,0,2,0,1571.2879999999998
1194,857,12.857645184135976,1,0.032750291,0,112.1518,4,28,0,1,3,5351.0346
1195,456,17.7,1,0.016622448,0,50.2034,0,14,0,0,0,1166.4816
1196,858,8.235,2,0.014482153000000001,2,182.295,0,14,0,0,0,3661.9
1197,113,11.6,0,0.07048184085069421,1,141.6154,5,11,0,2,0,3829.0158
1198,824,17.2,1,0.025205909,0,149.1418,0,14,0,0,0,1177.1344
1199,652,11.0,2,0.037971697,2,38.948,5,11,0,2,0,519.3240000000001
1200,859,19.6,0,0.039544237,0,163.6526,3,26,1,1,0,1151.1682
1201,805,8.02,0,0.11161392099999999,0,152.6998,0,14,0,0,0,3383.5956
1202,210,5.365,1,0.140524691,0,172.7764,5,11,0,2,0,2233.0932
1203,168,11.35,1,0.045073782,0,101.9016,5,11,0,2,0,2631.2416
1204,860,12.857645184135976,0,0.043168763,1,82.8592,9,28,2,0,2,165.1184
1205,176,16.35,0,0.020547951000000002,0,51.2324,7,16,2,0,0,571.2564
1206,215,17.25,2,0.113694957,2,253.4724,0,14,0,0,0,6040.1376
1207,581,13.8,0,0.097043739,1,57.493,8,9,2,2,0,1358.2320000000002
1208,861,8.485,2,0.058121214000000004,2,104.499,8,9,2,2,0,1238.388
1209,468,11.8,1,0.07665661,0,32.3558,3,26,1,1,0,169.77900000000002
1210,862,15.35,2,0.035204319,2,122.87299999999999,0,14,0,0,0,2832.9790000000003
1211,34,10.0,2,0.08933333199999999,2,145.6102,5,11,0,2,0,2624.5836
1212,660,19.2,1,0.07048184085069421,0,153.3314,6,6,0,2,0,3257.7594
1213,30,18.6,2,0.080956792,2,95.2436,6,6,0,2,0,1796.3284
1214,130,18.5,2,0.03391645,2,130.9284,3,26,1,1,0,1713.7692
1215,117,20.25,1,0.102704495,0,94.31200000000001,8,9,2,2,0,2982.784
1216,386,12.35,2,0.163910938,2,119.2124,8,9,2,2,0,1303.6364
1217,863,14.5,1,0.058827383,0,172.2448,7,16,2,0,0,2897.5616
1218,462,14.8,0,0.044840933,1,78.367,3,26,1,1,0,918.804
1219,864,14.0,1,0.029843736000000003,0,143.9786,1,4,0,1,1,866.8716
1220,865,10.8,0,0.061446997,1,150.4024,6,6,0,2,0,2884.2456
1221,866,14.65,2,0.011180713,2,53.8614,3,26,1,1,0,221.0456
1222,867,12.857645184135976,0,0.038822077,0,147.7418,4,28,0,1,3,1618.5598
1223,868,6.65,0,0.05339798900000001,0,149.3734,5,11,0,2,0,296.9468
1224,869,6.59,2,0.043828293,2,121.4098,2,15,0,1,2,241.0196
1225,870,12.857645184135976,1,0.21413978600000003,0,102.4016,9,28,2,0,2,202.4032
1226,162,9.395,1,0.10907574199999999,1,42.9112,8,9,2,2,0,426.11199999999997
1227,471,19.75,0,0.012448293999999999,0,188.2872,7,16,2,0,0,2647.2208
1228,451,7.56,0,0.064030636,0,154.463,1,4,0,1,1,2503.408
1229,871,20.25,2,0.14781046,2,234.8616,3,26,1,1,0,2812.3392
1230,701,20.6,2,0.07113694799999999,2,76.3696,5,11,0,2,0,372.848
1231,645,6.575,1,0.07566089,0,145.4444,5,11,0,2,0,2612.5992
1232,872,19.7,1,0.16102755,0,254.1014,5,11,0,2,0,4845.0266
1233,485,13.5,1,0.029893094,0,81.096,2,15,0,1,2,159.792
1234,608,6.28,0,0.027761288999999998,1,85.8198,5,11,0,2,0,872.198
1235,873,18.25,0,0.012272797,0,160.2894,8,9,2,2,0,3235.788
1236,736,9.3,0,0.174317307,0,106.7964,8,9,2,2,0,841.5712
1237,874,16.6,0,0.135707553,1,170.6422,8,9,2,2,0,1379.5376
1238,14,16.35,0,0.068219025,0,198.9426,5,11,0,2,0,3559.3668
1239,875,10.0,2,0.021468792,2,251.675,5,11,0,2,0,4244.475
1240,669,12.857645184135976,1,0.16388212900000002,0,113.2518,4,28,0,1,3,3415.554
1241,876,7.535,0,0.082250143,1,118.344,6,6,0,2,0,3115.9440000000004
1242,877,4.92,0,0.046026479,0,196.5084,0,14,0,0,0,3769.7596
1243,878,6.385,0,0.07048184085069421,1,108.9596,7,16,2,0,0,1186.4556
1244,528,18.5,0,0.052149675,0,118.3124,0,14,0,0,0,1540.6612
1245,113,11.6,0,0.040911824,1,142.3154,3,26,1,1,0,2552.6772
1246,879,17.35,0,0.056235142,0,102.0016,6,6,0,2,0,1619.2256
1247,662,16.7,1,0.062170334,0,60.9562,5,11,0,2,0,829.5868
1248,527,10.895,1,0.032427039,0,147.7102,3,26,1,1,0,1166.4816
1249,880,18.35,0,0.099309997,0,91.4462,5,11,0,2,0,1665.8316
1250,307,18.75,0,0.05310896,0,193.6504,6,6,0,2,0,2876.256
1251,881,9.3,2,0.044843161,2,246.1802,1,4,0,1,1,2702.4822
1252,882,12.857645184135976,0,0.164966345,1,189.4872,9,28,2,0,2,189.0872
1253,883,8.26,1,0.032435437000000004,1,124.87299999999999,8,9,2,2,0,2956.152
1254,884,12.8,0,0.06961884,0,260.3252,7,16,2,0,0,8132.0812
1255,247,16.75,0,0.08165147,0,258.3988,1,4,0,1,1,1541.9928
1256,170,12.857645184135976,2,0.028723187,2,131.83100000000002,4,28,0,1,3,3635.268
1257,885,10.895,2,0.020994339,2,255.6672,5,11,0,2,0,4346.3424
1258,886,16.85,1,0.026561057000000002,0,93.712,0,14,0,0,0,466.06
1259,887,20.0,1,0.10026206800000001,0,169.6132,2,15,0,1,2,169.1132
1260,888,16.0,0,0.05701260599999999,0,225.0404,3,26,1,1,0,5851.0504
1261,534,16.0,0,0.041009558,0,141.2496,0,14,0,0,0,2681.8424
1262,206,8.93,0,0.028578012000000003,1,152.234,6,6,0,2,0,3828.35
1263,290,9.6,1,0.07048184085069421,0,101.699,0,14,0,0,0,2373.577
1264,478,12.857645184135976,0,0.045088724000000004,1,39.7138,4,28,0,1,3,1096.5726
1265,889,12.857645184135976,2,0.018757586,2,96.9384,4,28,0,1,3,2167.8448
1266,890,9.8,1,0.056500895,0,85.8908,5,11,0,2,0,1845.5976
1267,891,9.6,2,0.024576875,2,186.6214,1,4,0,1,1,1884.214
1268,745,12.857645184135976,0,0.18803837199999998,0,146.4076,9,28,2,0,2,147.8076
1269,892,7.945,0,0.015908485,0,161.421,5,11,0,2,0,3425.5409999999997
1270,812,7.475,2,0.07584563400000001,2,156.0656,0,14,0,0,0,1853.5872
1271,893,14.85,0,0.09880308800000001,0,169.7474,1,4,0,1,1,673.7896
1272,874,16.6,0,0.227189581,1,173.9422,2,15,0,1,2,172.4422
1273,178,10.5,0,0.041459803999999996,0,39.2164,0,14,0,0,0,540.6296
1274,857,8.63,1,0.032882271,0,113.5518,3,26,1,1,0,2732.4432
1275,721,21.0,0,0.049583899,0,193.8478,6,6,0,2,0,1162.4868
1276,188,15.5,1,0.02536567,0,82.7934,8,9,2,2,0,1228.401
1277,740,14.7,0,0.07229836,0,48.2034,7,16,2,0,0,874.8612
1278,894,13.15,0,0.022924552,0,157.892,6,6,0,2,0,1917.504
1279,895,17.7,1,0.040897932000000005,0,82.6276,3,26,1,1,0,731.0484
1280,140,12.857645184135976,1,0.127660257,0,198.5426,9,28,2,0,2,790.9704
1281,896,9.21,0,0.008764786,0,123.1414,7,16,2,0,0,4264.4490000000005
1282,700,12.1,0,0.011604894,1,166.0526,6,6,0,2,0,1480.0734
1283,612,9.31,0,0.038169783,0,64.551,6,6,0,2,0,1581.275
1284,897,14.85,0,0.018568129,0,188.2214,8,9,2,2,0,3014.7424
1285,218,12.857645184135976,1,0.062109174,0,223.7062,4,28,0,1,3,4965.5364
1286,128,6.92,0,0.038671588,0,64.2852,6,6,0,2,0,438.0964
1287,898,13.65,2,0.077169841,2,55.593,3,26,1,1,0,282.965
1288,534,16.0,0,0.041028937,0,142.6496,5,11,0,2,0,1834.9448
1289,586,16.35,2,0.013387211000000001,2,105.62799999999999,0,14,0,0,0,1065.28
1290,466,12.857645184135976,2,0.017936715,2,93.7094,4,28,0,1,3,4189.2136
1291,201,4.88,1,0.223440258,0,52.2298,2,15,0,1,2,161.7894
1292,899,6.965,2,0.07048184085069421,2,159.6604,5,11,0,2,0,3327.6684
1293,136,16.0,0,0.060942632000000004,0,225.6404,0,14,0,0,0,2925.5252
1294,900,18.85,0,0.042641788,0,257.83299999999997,8,9,2,2,0,5382.993
1295,901,20.7,0,0.021427082000000004,0,156.5288,8,9,2,2,0,1571.2879999999998
1296,129,9.3,0,0.042930789000000004,0,88.5172,3,26,1,1,0,1427.4752
1297,902,9.695,1,0.047697859,0,244.6144,6,6,0,2,0,2695.1584
1298,903,17.25,0,0.10764721,0,39.3822,6,6,0,2,0,314.2576
1299,859,19.6,0,0.039577173,0,166.1526,7,16,2,0,0,2960.1468
1300,459,14.3,0,0.130415118,0,75.9328,7,16,2,0,0,1158.492
1301,904,12.6,2,0.082921642,2,175.2054,5,11,0,2,0,3502.1079999999997
1302,470,13.1,0,0.075515154,0,167.2158,3,26,1,1,0,3008.0844
1303,39,12.857645184135976,0,0.046994717000000005,0,125.802,9,28,2,0,2,253.00400000000002
1304,905,17.85,1,0.04679836,0,123.8388,1,4,0,1,1,866.8716
1305,906,8.905,0,0.143129124,0,58.8878,7,16,2,0,0,1151.1682
1306,130,18.5,2,0.034013539,2,133.2284,5,11,0,2,0,2768.3964
1307,907,20.25,1,0.022921735,0,240.7538,3,26,1,1,0,3364.9532
1308,791,10.3,1,0.030616757,0,112.7176,0,14,0,0,0,343.5528
1309,698,17.85,0,0.06575528,0,151.505,3,26,1,1,0,2546.685
1310,908,7.21,1,0.144856342,0,100.5332,0,14,0,0,0,1127.8652
1311,909,16.1,1,0.267352587,0,34.9558,2,15,0,1,2,67.9116
1312,847,12.857645184135976,0,0.13086741300000002,0,150.8024,4,28,0,1,3,4402.2696
1313,910,12.857645184135976,0,0.123449671,0,89.7488,4,28,0,1,3,1901.5248
1314,911,17.35,0,0.014689006000000001,0,74.5038,8,9,2,2,0,739.038
1315,912,10.0,1,0.037918142,0,129.6994,1,4,0,1,1,1413.4934
1316,913,18.6,0,0.047964395,0,185.0898,0,14,0,0,0,2993.4368
1317,914,16.75,0,0.10501881699999999,0,155.263,0,14,0,0,0,1721.0929999999998
1318,915,17.75,0,0.014577412,0,160.7262,8,9,2,2,0,2864.2716
1319,916,9.0,0,0.143870574,0,169.4816,2,15,0,1,2,503.3448
1320,43,6.42,0,0.053553794,0,178.6002,0,14,0,0,0,3582.0040000000004
1321,676,16.75,2,0.075889215,2,37.6532,5,11,0,2,0,575.2512
1322,917,7.39,2,0.120280989,2,142.747,7,16,2,0,0,3149.2340000000004
1323,751,19.2,2,0.182653772,2,243.0196,7,16,2,0,0,3374.2744
1324,32,12.857645184135976,0,0.25637539,0,94.8436,9,28,2,0,2,567.2616
1325,704,5.46,1,0.10703694300000001,0,144.2786,8,9,2,2,0,288.9572
1326,783,17.5,0,0.07048184085069421,0,258.3304,3,26,1,1,0,3358.2952
1327,918,12.3,1,0.10623876800000001,0,176.1396,3,26,1,1,0,3663.2316
1328,919,17.0,0,0.055545797,0,220.5114,5,11,0,2,0,5321.0736
1329,514,12.857645184135976,2,0.019386056999999998,2,194.5794,4,28,0,1,3,3511.4292
1330,822,19.7,0,0.064921764,0,88.1198,7,16,2,0,0,1744.396
1331,570,19.6,2,0.094694278,2,254.9698,6,6,0,2,0,2536.698
1332,154,14.5,2,0.019554705,2,162.421,1,4,0,1,1,1957.4520000000002
1333,64,19.35,0,0.033060937,0,172.4738,3,26,1,1,0,1911.5118
1334,327,9.195,1,0.078181964,0,106.7596,0,14,0,0,0,4098.6648
1335,920,16.25,0,0.07048184085069421,0,90.2804,1,4,0,1,1,1653.8472
1336,479,20.7,1,0.100583009,0,123.5388,1,4,0,1,1,1981.4208
1337,697,20.0,2,0.136124989,2,38.319,2,15,0,1,2,146.476
1338,921,12.857645184135976,1,0.021353642000000003,0,122.1098,4,28,0,1,3,3374.2744
1339,922,11.8,0,0.115167579,1,199.8084,7,16,2,0,0,2380.9008
1340,651,11.8,0,0.113559058,1,184.2924,5,11,0,2,0,1850.924
1341,923,19.1,0,0.038641968,0,212.1586,5,11,0,2,0,5909.6408
1342,379,15.5,1,0.157246634,0,145.6418,5,11,0,2,0,2207.127
1343,416,9.5,1,0.010917052,0,185.3608,7,16,2,0,0,2021.3688
1344,73,12.85,0,0.033172957,0,172.0422,8,9,2,2,0,5345.7082
1345,753,11.65,1,0.05871972599999999,0,171.1422,8,9,2,2,0,2931.5174
1346,636,15.6,0,0.07048184085069421,0,111.8544,1,4,0,1,1,1454.1072
1347,609,18.85,0,0.141524348,0,168.4132,3,26,1,1,0,2874.9244
1348,924,6.865,1,0.035895934,0,244.4486,0,14,0,0,0,6353.0636
1349,114,11.65,0,0.039980643999999996,0,227.3694,0,14,0,0,0,4567.388
1350,925,12.857645184135976,2,0.07048184085069421,2,123.473,9,28,2,0,2,369.519
1351,926,20.5,0,0.07048184085069421,0,90.883,2,15,0,1,2,89.883
1352,503,20.35,0,0.054056927000000005,0,116.8466,7,16,2,0,0,2356.9320000000002
1353,927,10.895,1,0.009636821,0,121.87299999999999,0,14,0,0,0,2463.46
1354,928,7.3,0,0.086266286,0,147.2076,0,14,0,0,0,1921.4988
1355,567,11.1,2,0.033081388999999996,2,116.5124,3,26,1,1,0,1066.6116
1356,650,7.06,1,0.043989429000000004,0,60.2904,5,11,0,2,0,644.4944
1357,579,9.8,0,0.047178116,0,99.4016,8,9,2,2,0,2428.8384
1358,929,9.5,0,0.074496043,0,251.9724,5,11,0,2,0,2516.724
1359,930,17.6,1,0.039189221,0,97.34100000000001,3,26,1,1,0,965.41
1360,922,11.8,0,0.115819014,1,198.3084,6,6,0,2,0,4563.3932
1361,284,9.695,1,0.129008866,0,226.9404,6,6,0,2,0,2700.4848
1362,632,16.5,1,0.160371305,0,143.9128,1,4,0,1,1,1581.9408
1363,931,12.857645184135976,1,0.085392428,0,226.7694,4,28,0,1,3,6165.9738
1364,932,9.0,0,0.038925251,1,34.919000000000004,7,16,2,0,0,476.04699999999997
1365,525,12.6,1,0.041557653,0,124.5072,7,16,2,0,0,2450.144
1366,17,12.857645184135976,0,0.060237465,1,115.9834,9,28,2,0,2,345.5502
1367,933,14.35,1,0.091098018,0,233.5984,5,11,0,2,0,1853.5872
1368,40,13.6,0,0.11787402400000001,0,193.6136,5,11,0,2,0,4471.5128
1369,146,13.85,0,0.030795085,1,143.3154,7,16,2,0,0,1985.4156
1370,788,16.1,1,0.063689583,0,181.9318,6,6,0,2,0,5954.2494
1371,934,18.25,1,0.184041545,0,110.15700000000001,1,4,0,1,1,1867.569
1372,935,12.15,1,0.13283066,0,190.6872,6,6,0,2,0,2269.0464
1373,382,15.35,0,0.020441939,1,216.4508,6,6,0,2,0,5426.27
1374,769,12.857645184135976,0,0.037712875,0,64.4826,4,28,0,1,3,2518.7214
1375,936,15.35,0,0.013840783999999998,0,65.2168,5,11,0,2,0,958.752
1376,69,18.25,0,0.060198496,0,162.9526,3,26,1,1,0,1151.1682
1377,16,11.8,2,0.008559556999999999,2,117.2492,8,9,2,2,0,2432.8332
1378,937,9.27,0,0.061883352999999995,0,147.905,0,14,0,0,0,1647.855
1379,187,12.857645184135976,0,0.052085615,0,242.8512,4,28,0,1,3,5816.4288
